Issue ID,Issue,Issue description,#Comments,Reported date,Fixed date,DateDiff (days),Issue Type,#Contributors,Priority
339764,try bot fails with exception when retrying w/o patch if the only tests that fail are added by the patch,"Example failure: http://build.chromium.org/p/tryserver.chromium/builders/linux_blink_rel/builds/19758

Sample CL the causes exception: https://codereview.chromium.org/148523012

Note CL adds a test:
A + LayoutTests/inspector-protocol/shadow-dom-rules-in-styleSheetAddedEvent-expected.html
A + LayoutTests/inspector-protocol/shadow-dom-rules-in-styleSheetAddedEvent.html

That fails:
unexpected_failures:
inspector-protocol/shadow-dom-rules-in-styleSheetAddedEvent.html

The try bot then attempts to re-run the specific failing test without the patch, but the test is naturally not there, so:

01:00:17.744 16250 Command line: /mnt/scratch0/b_used/build/slave/linux_layout/build/src/out/Release/content_shell --dump-render-tree --enable-crash-reporter --crash-dumps-dir=/mnt/scratch0/b_used/build/slave/linux_layout/build/src/out/Release/crash-dumps -
01:00:17.744 16250 
01:00:17.744 16250 Collecting tests ...
01:00:17.958 16250 Parsing expectations ...
01:00:18.046 16250 Found 0 tests; running 0, skipping 0.
01:00:18.046 16250 No tests to run.
01:00:18.046 16250 Testing completed, Exit status: 253
Traceback (most recent call last):
File ""/mnt/scratch0/b_used/build/scripts/slave/chromium/layout_test_wrapper.py"", line 248, in <module>
sys.exit(main())
File ""/mnt/scratch0/b_used/build/scripts/slave/chromium/layout_test_wrapper.py"", line 245, in main
return layout_test(options, args)
File ""/mnt/scratch0/b_used/build/scripts/slave/chromium/layout_test_wrapper.py"", line 152, in layout_test
with open(results_json, 'rb') as f:
IOError: [Errno 2] No such file or directory: '/mnt/scratch0/b_used/build/slave/linux_layout/build/layout-test-results/failing_results.json'

... and then:
Traceback (most recent call last):
File ""/mnt/scratch0/b_used/build/scripts/common/annotator.py"", line 519, in run_step
return followup_fn(s, proc.returncode)
File ""../../../scripts/slave/annotated_run.py"", line 308, in _inner
followup_fn(step_result)
File ""/mnt/scratch0/b_used/build/scripts/slave/recipes/blink_trybot.py"", line 46, in followup_fn
['Total executed: %s' % r.num_passes],
File ""/mnt/scratch0/b_used/build/scripts/slave/recipe_modules/json/util.py"", line 48, in __getattr__
(self.__class__, key)) # pragma: no cover
AttributeError: '<class 'RECIPE_MODULES.json.util.TestResults'>' object has no attribute 'num_passes'",37,1/31/2014,1/10/2018,1440,Bug,6,2
339891,Chrome stdout is noisy,"This is me running a browser test that passes:

[ RUN ] TabCaptureApiTest.ApiTests
[9970:9993:0131/142825:333864871032:WARNING:nss_util.cc(440)] using software private slot for user
[9997:9997:0131/192825:WARNING:sandbox_linux.cc(40)] Activated seccomp-bpf sandbox for process type: gpu-process.
[9970:9987:0131/142825:333865086706:WARNING:drive_integration_service.cc(154)] DB could not be opened for some reasons. Recovering cache files to /usr/local/google/home/danakj/Downloads/Recovered files from Google Drive
[7:7:0131/142826:WARNING:sandbox_linux.cc(40)] Activated seccomp-bpf sandbox for process type: renderer.
[9970:9989:0131/142826:333865285622:ERROR:external_metrics.cc(98)] Couldn't write to /home/chronos/.progressive_scan_variation
[9970:9970:0131/142826:333865448642:WARNING:proxy_config_handler.cc(71)] Unknown profile_path '/profile/default'.
[9970:9970:0131/142826:333865450846:WARNING:proxy_config_handler.cc(71)] Unknown profile_path '/profile/default'.
[9970:9970:0131/142826:333865450882:WARNING:proxy_config_service_impl.cc(136)] Unknown profile_path '/profile/default'. Ignoring proxy.
[15:15:0131/142826:WARNING:sandbox_linux.cc(40)] Activated seccomp-bpf sandbox for process type: renderer.
[9970:9999:0131/142827:333866614608:ERROR:audio_manager_base.cc(403)] Not implemented reached in virtual std::string media::AudioManagerBase::GetAssociatedOutputDeviceID(const std::string &)
[9970:9970:0131/142827:333866639756:INFO:CONSOLE(13)] ""pending"", source: chrome-extension://ddchlicdkolnonkihahngkmmmjnjlkkf/api_tests.js (13)
[9970:9970:0131/142827:333866898239:INFO:CONSOLE(13)] ""active"", source: chrome-extension://ddchlicdkolnonkihahngkmmmjnjlkkf/api_tests.js (13)
[9970:9970:0131/142828:333867196048:INFO:CONSOLE(13)] ""stopped"", source: chrome-extension://ddchlicdkolnonkihahngkmmmjnjlkkf/api_tests.js (13)
[9970:9970:0131/142828:333867199336:INFO:CONSOLE(0)] ""[SUCCESS] captureTabAndVerifyStateTransitions"", source: chrome-extension://ddchlicdkolnonkihahngkmmmjnjlkkf/api_tests.html (0)
[9970:9999:0131/142828:333867210469:ERROR:audio_manager_base.cc(403)] Not implemented reached in virtual std::string media::AudioManagerBase::GetAssociatedOutputDeviceID(const std::string &)
[9970:9970:0131/142828:333867433158:INFO:CONSOLE(0)] ""[SUCCESS] getCapturedTabs"", source: chrome-extension://ddchlicdkolnonkihahngkmmmjnjlkkf/api_tests.html (0)
[9970:9999:0131/142828:333867452677:ERROR:audio_manager_base.cc(403)] Not implemented reached in virtual std::string media::AudioManagerBase::GetAssociatedOutputDeviceID(const std::string &)
[9970:9970:0131/142828:333867729268:INFO:CONSOLE(0)] ""[SUCCESS] captureSameTab"", source: chrome-extension://ddchlicdkolnonkihahngkmmmjnjlkkf/api_tests.html (0)
[9970:9970:0131/142828:333867909713:INFO:CONSOLE(0)] ""[SUCCESS] onlyVideo"", source: chrome-extension://ddchlicdkolnonkihahngkmmmjnjlkkf/api_tests.html (0)
[9970:9970:0131/142828:333867936880:INFO:CONSOLE(0)] ""[SUCCESS] noAudioOrVideoRequested"", source: chrome-extension://ddchlicdkolnonkihahngkmmmjnjlkkf/api_tests.html (0)
[9970:9970:0131/142828:333867949171:INFO:CONSOLE(51)] ""Uncaught completed"", source: extensions::test (51)
[9997:9997:0131/192828:ERROR:gles2_cmd_decoder.cc(10043)] [.Compositor-0x367cfcb2e8e0]GL ERROR :GL_INVALID_OPERATION : glConsumeTextureCHROMIUM: invalid mailbox name
[9997:9997:0131/192828:ERROR:gles2_cmd_decoder.cc(10043)] [.Compositor-0x367cfcb2e8e0]GL ERROR :GL_INVALID_OPERATION : glConsumeTextureCHROMIUM: invalid mailbox name
[ OK ] TabCaptureApiTest.ApiTests (4636 ms)


That's a lot of output.",13,2/1/2014,9/17/2014,228,Bug,2,2
341776,UNKNOWN in WebCore::SVGTextContentElement::getCharNumAtPosition,"Detailed report: https://cluster-fuzz.appspot.com/testcase?key=5161619826933760

Fuzzer: Ifratric-browserfuzzer-v3
Job Type: Linux_asan_chrome_mp

Crash Type: UNKNOWN
Crash Address: 0x000000000028
Crash State:
- crash stack -
WebCore::SVGTextContentElement::getCharNumAtPosition
WebCore::SVGTextContentElementV8Internal::getCharNumAtPositionMethodCallback
v8::internal::FunctionCallbackArguments::Call

Regressed: https://cluster-fuzz.appspot.com/revisions?range=246890:247066

Minimized Testcase (0.88 Kb): https://cluster-fuzz.appspot.com/download/AMIfv95xorUZsPFB6Xh2iTWny6cceqsiiVgVeTR7vPhcUVfiLu5Zu7xRd8H3t4ktKHLrwXwwhPzs6xCBdm-3ooUNosBOKI3WiCgxvm0WUFlOMELMPaZSJdFpZNTA5UUUoZRRv0PLF9A7qzInGJv8u4d5bEV9c77Vhg",6,2/7/2014,2/13/2014,6,Bug,4,2
347426,Web IDL: support ByteString,"If I try to use ByteString in an idl file, the bindings generator complains with:

Could NOT find IDL file for interface ""ByteString""

Some specs use ByteString like:
- XMLHeaderRequest.setRequestHeader
- Response (defined in ServiceWorker)

Without IDL support, we must manually convert from a DOMString, as seen in:
https://chromiumcodereview.appspot.com/23983021

See also:
http://heycam.github.io/webidl/#es-ByteString
https://code.google.com/p/chromium/issues/detail?id=319694

I'm not sure it's better to support ByteString in Blink IDL or to just do it manually. This bug is partly just to document the issue.",16,2/27/2014,11/25/2014,271,Bug,3,2
349765,WebRtcDisableEncryptionFlagBrowserTest.VerifyEncryption (run #1):,"Good - http://master.chrome.corp.google.com:8011/builders/win%20trunk/builds/17527
First Bad - http://master.chrome.corp.google.com:8011/builders/win%20trunk/builds/17528

Appears related to DEPS roll, http://src.chromium.org/viewvc/chrome/trunk/src/DEPS?r1=255144&r2=255145&

WebRtcDisableEncryptionFlagBrowserTest.VerifyEncryption (run #1):
[ RUN ] WebRtcDisableEncryptionFlagBrowserTest.VerifyEncryption
[6616:5132:0305/144822:6321644:INFO:webrtc_browsertest_common.cc(96)] Running ""C:\b\build\slave\win_trunk\build\src\out\Release\peerconnection_server.exe"" --port=7778
[6616:5132:0305/144824:6323516:INFO:CONSOLE(79)] ""This appears to be Chrome"", source: http://127.0.0.1:55069/webrtc/adapter.js (79)
[6616:5176:0305/144824:6323547:WARNING:embedded_test_server.cc(231)] Request not handled. Returning 404: /favicon.ico
[6616:5132:0305/144824:6323547:INFO:CONSOLE(13)] ""Requesting doGetUserMedia: constraints: {audio: true, video: true}"", source: http://127.0.0.1:55069/webrtc/test_functions.js (13)
[6616:5132:0305/144824:6323547:INFO:CONSOLE(13)] ""Returning ok-requested to test."", source: http://127.0.0.1:55069/webrtc/test_functions.js (13)
[6616:5132:0305/144824:6323562:INFO:CONSOLE(13)] ""Returning not-called-yet to test."", source: http://127.0.0.1:55069/webrtc/test_functions.js (13)
[6616:5132:0305/144824:6323843:INFO:CONSOLE(13)] ""Returning ok-got-stream to test."", source: http://127.0.0.1:55069/webrtc/test_functions.js (13)
[6616:5132:0305/144826:6325388:INFO:CONSOLE(13)] ""Skipping updating -stream-size and -size tags due to div's are missing"", source: http://127.0.0.1:55069/webrtc/test_functions.js (13)
[6616:5132:0305/144827:6326885:INFO:CONSOLE(79)] ""This appears to be Chrome"", source: http://127.0.0.1:55069/webrtc/adapter.js (79)
[6616:5132:0305/144827:6326916:INFO:CONSOLE(13)] ""Requesting doGetUserMedia: constraints: {audio: true, 

....

c:\b\build\slave\win_trunk\build\src\chrome\browser\media\chrome_webrtc_disable_encryption_flag_browsertest.cc(88): error: Value of: ExecuteJavascript(""hasSeenCryptoInSdp()"", left_tab)
Actual: ""no-crypto-seen""
Expected: expected_string
Which is: ""crypto-seen""
[6732:288:0305/145546:6766044:INFO:user_input_monitor_win.cc(166)] RegisterRawInputDevices() failed for RIDEV_REMOVE: The parameter is incorrect.
[ FAILED ] WebRtcDisableEncryptionFlagBrowserTest.VerifyEncryption, where TypeParam = and GetParam() = (10710 ms)",6,3/6/2014,3/7/2014,1,Bug,6,1
351105,Chrome cropping accents of some fonts,"UserAgent: Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.45 Safari/537.36

Example URL:
http://jsfiddle.net/YsJP3/show

Steps to reproduce the problem:
Check this: http://jsfiddle.net/YsJP3/

You can note that accents are cutted off on Chrome, Safari and Opera. Seems a Webkit issue (am I on right place?). Firefox it works perfecly. (IE it works too, but don't tell to it!) 

Check attached images.

Font that I used for it is ""Droid Sans"" from Google Fonts. Even when I set to a high pixel it cut off some accents pixels.

What is the expected behavior?
Show accents correctly.

What went wrong?
-

Does it occur on multiple sites: Yes

Is it a problem with a plugin? No 

Did this work before? N/A 

Does this work in other browsers? Yes 

Chrome version: 34.0.1847.45 Channel: beta
OS Version: 6.3
Flash Version: Shockwave Flash 13.0 r0",10,3/11/2014,8/26/2015,533,Bug,1,2
351244,[multi-profiles] PerformanceMonitorUncleanExitBrowserTest is failing,"PerformanceMonitorUncleanExitBrowserTest.OneProfileUncleanExit
PerformanceMonitorUncleanExitBrowserTest.TwoProfileUncleanExit

are failing when multi-profiles are enabled by default.

In order to enable multi-profiles by default this test has to be fixed.

For now while multi-profiles is not enabled by default please consider fixing test and also adding parameter that will pass --multi-profiles flag.

Example: 
https://code.google.com/p/chromium/codesearch#chromium/src/chrome/browser/chromeos/login/existing_user_controller_browsertest.cc&q=kMultiprofiles%20file:test&sq=package:chromium&type=cs&l=131

IN_PROC_BROWSER_TEST_P(ExistingUserControllerPublicSessionTest, ...)

IN_PROC_BROWSER_TEST_P instead of IN_PROC_BROWSER_TEST_F is used.

INSTANTIATE_TEST_CASE_P(ExistingUserControllerTestInstantiation,
ExistingUserControllerTest,
testing::Bool());

INSTANTIATE_TEST_CASE_P(ExistingUserControllerPublicSessionTestInstantiation,
ExistingUserControllerPublicSessionTest,
testing::Bool());",13,3/11/2014,5/16/2014,66,Bug,1,1
352495,"""image size (801B111E) exceeds maximum allowable size (80000000)"" on chrome.win","Started here: http://build.chromium.org/p/chromium.chrome/builders/Google%20Chrome%20Win/builds/23462

Fails when linking webcore_html.lib:

FAILED: c:\b\depot_tools\python276_bin\python.exe gyp-win-tool link-wrapper environment.x86 False lib.exe /nologo /ignore:4221 /OUT:obj\third_party\WebKit\Source\core\webcore_html.lib @obj\third_party\WebKit\Source\core\webcore_html.lib.rsp
LINK : fatalerror LNK1248: image size (801B111E) exceeds maximum allowable size (80000000)


Cause is likely zmo's blink roll in r256938.

Not sure if we can remove some optimize:max settings, or if we need to split this up, or what.

I hope this won't ruin tonight's canary.",8,3/14/2014,3/15/2014,1,Bug,6,1
352552,Use V8 Promise in ScriptPromise,Use V8 Promise in ScriptPromise,47,3/14/2014,5/23/2014,70,Feature,5,2
352603,SVG transform animation leaves traces of text,"Transform scale animation leaves some garbage on the page (see attached PNG). There should be nothing drawn after the exclamation mark.

The testcase is a minimized version of one of the effects here:
http://svg-wow.org/text-effects/text-effects.xhtml.",4,3/14/2014,3/24/2014,10,Bug,1,2
358235,UNKNOWN in blink::WebString::WebString,"Detailed report: https://cluster-fuzz.appspot.com/testcase?key=6253314438070272

Fuzzer: Bj_broddelwerk
Job Type: Linux_asan_chrome_mp

Crash Type: UNKNOWN
Crash Address: 0x000000000001
Crash State:
- crash stack -
blink::WebString::WebString
blink::WebFormControlElement::formControlType
autofill::IsTextAreaElement

Regressed: https://cluster-fuzz.appspot.com/revisions?range=259056:259494

Minimized Testcase (2.92 Kb): https://cluster-fuzz.appspot.com/download/AMIfv97Lbf9VEPVgoRd_Eb7bGScR4VQfyXBOQk2a41aPDLkqWwNPZK6TTZ0xZGWoDURiFomCBmJwsMeNf0kYpv6ACJML0a1-_gSY0hBlEzVfMqCc4LyOyezga1KXkt1Grc2C0evBNrirbwtUDsnCuUpeOxgEcLXOyA

Additional requirements: Requires Interaction Gestures",15,4/1/2014,5/22/2014,51,Bug-regression,3,2
359539,Abstract dependencies on content/ and chrome/ out of favicon_service.(h|cc),"chrome/browser/common/cancelable_request.h
chrome/common/ref_counted_util.h
chrome/browser/history/history_*
chrome/browser/ui/webui/chrome_web_ui_controller_factory.h
chrome/common/importer/imported_favicon_usage.h
chrome/common/url_constants.h",12,4/3/2014,3/17/2015,348,Bug,1,2
366105,HTMLDetailsElement should fire a toggle event,"http://www.whatwg.org/specs/web-apps/current-work/multipage/interactive-elements.html#the-details-element

""Fire a simple event named toggle at the details element.""

When the open attribute changes we should fire an async event called toggle.",6,4/23/2014,4/25/2014,2,Feature,2,2
368329,UNKNOWN in WebCore::WorkerThreadableWebSocketChannel::Bridge::connect,"Detailed report: https://cluster-fuzz.appspot.com/testcase?key=5967283379765248

Fuzzer: Inferno_twister
Job Type: Android_asan_chrome

Crash Type: UNKNOWN
Crash Address: 0x00000000
Crash State:
- crash stack -
WebCore::WorkerThreadableWebSocketChannel::Bridge::connect
WebCore::WorkerThreadableWebSocketChannel::connect
WebCore::WebSocket::connect

Regressed: Clank: r210185:210369

Minimized Testcase (0.31 Kb):
Download: https://cluster-fuzz.appspot.com/download/AMIfv95k-TNFW0L1vAOotADaU5PxpJq8IZ4S3PZtCoeyPE3c9KBJA8httVetAjbxPn_9jubvYVFdWHxZ3lwoovULFqLmkmXS3VSSPDQeqdbiMGe7nEZAQtnvF1wj9c0lglTvYlsoL51G-gJ_JvPH5ocAaWjVV10GNg
<head> id=tCF1 id=result></div>
<script>
var repeat = 0;
var regex = new RegExp(""#repeat(\\d+)"");
var match = regex.exec(location.hash);
if (match)
repeat = parseInt(match[1]);

if (repeat === 20) {
} else {
location.href = ""worker-reload-iframe.html#repeat"" + (repeat + 1);
}
</script>


margin-left: 32065em;

Additional requirements: Requires Interaction Gestures

Additional requirements: Requires HTTP",5,4/30/2014,7/4/2014,65,Bug,2,2
